mass_A
t,x,y
5.422083333E0,9.039350826E2,-6.401435047E2
5.438766667E0,8.976754242E2,-6.322268291E2
5.455450000E0,8.898499127E2,-6.258050999E2
5.472133333E0,8.836423868E2,-6.179586159E2
5.488816667E0,8.757545234E2,-6.116187250E2
5.505500000E0,8.712475214E2,-6.039141288E2
5.522183333E0,8.638714817E2,-5.977588429E2
5.538866667E0,8.593978808E2,-5.900884963E2
5.555550000E0,8.536614510E2,-5.823129459E2
5.572233333E0,8.466718994E2,-5.757819328E2
5.588916667E0,8.404211675E2,-5.679294006E2
5.605600000E0,8.347900894E2,-5.601243456E2
5.622283333E0,8.275768213E2,-5.520460856E2
5.638966667E0,8.205743774E2,-5.441028901E2
5.655650000E0,8.129642695E2,-5.360512440E2
5.672333333E0,8.050541222E2,-5.279108055E2
5.689016667E0,7.972682078E2,-5.182482114E2
5.705700000E0,7.890954603E2,-5.099325256E2
5.722383333E0,7.805296517E2,-4.999460106E2
5.739066667E0,7.712907296E2,-4.900611134E2
5.755750000E0,7.626912230E2,-4.802604304E2
5.772433333E0,7.538411607E2,-4.705576851E2
5.789116667E0,7.449134777E2,-4.612865492E2
5.805800000E0,7.369252147E2,-4.517555851E2
5.822483333E0,7.284354203E2,-4.417475471E2
5.839166667E0,7.197828832E2,-4.318315861E2
5.855850000E0,7.109501811E2,-4.218554992E2
5.872533333E0,7.026856587E2,-4.119078251E2
5.889216667E0,6.945540351E2,-4.018850016E2
5.905900000E0,6.863139741E2,-3.918383798E2
5.922583333E0,6.785169528E2,-3.819706206E2
5.939266667E0,6.705596250E2,-3.721494893E2
5.955950000E0,6.625788518E2,-3.637136217E2
5.972633333E0,6.561955224E2,-3.539948911E2
5.989316667E0,6.486669372E2,-3.456206858E2
6.006000000E0,6.409473776E2,-3.359753702E2
6.022683333E0,6.344954901E2,-3.271079743E2
6.039366667E0,6.282400116E2,-3.182605411E2
6.056050000E0,6.223935838E2,-3.102482979E2
6.072733333E0,6.148612881E2,-3.021575390E2
6.089416667E0,6.085990213E2,-2.938008060E2
6.106100000E0,6.028152918E2,-2.846020380E2
6.122783333E0,5.968069731E2,-2.762447901E2
6.139466667E0,5.905954789E2,-2.678771778E2
6.156150000E0,5.846389360E2,-2.598682392E2
6.172833333E0,5.786325658E2,-2.518854208E2
6.189516667E0,5.726258578E2,-2.439169300E2
6.206200000E0,5.667306712E2,-2.361946029E2
6.222883333E0,5.605975971E2,-2.296507997E2
6.239566667E0,5.546908550E2,-2.219349741E2
6.256250000E0,5.489585411E2,-2.142912211E2
6.272933333E0,5.426338900E2,-2.062926958E2
6.289616667E0,5.366051777E2,-1.996460853E2
6.306300000E0,5.324504620E2,-1.919222222E2
6.322983333E0,5.265763601E2,-1.842279726E2
6.339666667E0,5.194484745E2,-1.778248134E2
6.356350000E0,5.129547861E2,-1.703455973E2
6.373033333E0,5.051256850E2,-1.639525021E2
6.389716667E0,4.985153201E2,-1.576662650E2
6.406400000E0,4.925302776E2,-1.503998737E2
6.423083333E0,4.864555377E2,-1.442204077E2
6.439766667E0,4.790728297E2,-1.382262452E2
6.456450000E0,4.708790412E2,-1.319408443E2
6.473133333E0,4.626690973E2,-1.258351109E2
6.489816667E0,4.550369928E2,-1.181582628E2
6.506500000E0,4.468369444E2,-1.099939662E2
6.523183333E0,4.404421775E2,-1.020987815E2
6.539866667E0,4.330101277E2,-9.570018358E1
6.556550000E0,4.282685941E2,-8.767895438E1
6.573233333E0,4.223895608E2,-7.982532255E1
6.589916667E0,4.148647689E2,-7.189041918E1
6.606600000E0,4.084354515E2,-6.359718695E1
6.623283333E0,4.017772810E2,-5.401869559E1
