mass_A
t	x	y
8.925583333E0	1.618067851E3	7.661575701E2
8.942266667E0	1.627954419E3	7.976936119E2
8.958950000E0	1.634188228E3	8.217850196E2
8.975633333E0	1.637899454E3	8.386298462E2
8.992316667E0	1.639931637E3	8.481088486E2
9.009000000E0	1.639757267E3	8.489326144E2
9.025683333E0	1.638035113E3	8.417362831E2
9.042366667E0	1.633792784E3	8.260640246E2
9.059050000E0	1.626605337E3	8.016723291E2
9.075733333E0	1.616847210E3	7.696507195E2
9.092416667E0	1.602235482E3	7.295255059E2
9.109100000E0	1.580362020E3	6.820094311E2
9.125783333E0	1.551773404E3	6.295447914E2
9.142466667E0	1.513376044E3	5.738334507E2
9.159150000E0	1.463720087E3	5.160304115E2
9.175833333E0	1.401103997E3	4.602513599E2
9.192516667E0	1.328114837E3	4.099001195E2
9.209200000E0	1.246083417E3	3.678222593E2
9.225883333E0	1.155823391E3	3.360630395E2
9.242566667E0	1.060876610E3	3.179973738E2
9.259250000E0	9.638280107E2	3.128270974E2
9.275933333E0	8.688452575E2	3.216214510E2
9.292616667E0	7.776993740E2	3.422399738E2
9.309300000E0	6.948605731E2	3.737046657E2
9.325983333E0	6.196704332E2	4.136783266E2
9.342666667E0	5.538185610E2	4.596316552E2
9.359350000E0	4.981129340E2	5.082488948E2
9.376033333E0	4.501740299E2	5.597919864E2
9.392716667E0	4.132112701E2	6.099003817E2
9.409400000E0	3.835574147E2	6.576332534E2
9.426083333E0	3.605820745E2	7.015909621E2
9.442766667E0	3.447963740E2	7.397560801E2
9.459450000E0	3.332117669E2	7.718210053E2
9.476133333E0	3.251824156E2	7.977017670E2
9.492816667E0	3.207528787E2	8.158133664E2
9.509500000E0	3.187514630E2	8.261319693E2
9.526183333E0	3.171337569E2	8.296717848E2
9.542866667E0	3.190634272E2	8.240250442E2
9.559550000E0	3.227935475E2	8.105958204E2
9.576233333E0	3.289066989E2	7.897809779E2
9.592916667E0	3.390233436E2	7.600716510E2
9.609600000E0	3.525689183E2	7.236267573E2
9.626283333E0	3.729989825E2	6.799698908E2
9.642966667E0	4.012053814E2	6.302620440E2
9.659650000E0	4.368005535E2	5.778561672E2
9.676333333E0	4.833111982E2	5.237714867E2
9.693016667E0	5.408675954E2	4.700270633E2
9.709700000E0	6.087423031E2	4.202269108E2
9.726383333E0	6.851933052E2	3.780290735E2
9.743066667E0	7.707879491E2	3.458410589E2
9.759750000E0	8.607662855E2	3.241580846E2
9.776433333E0	9.525237702E2	3.141148828E2
9.793116667E0	1.044924965E3	3.177854524E2
9.809800000E0	1.132743772E3	3.321265670E2
9.826483333E0	1.214828593E3	3.577033050E2
9.843166667E0	1.289447501E3	3.902689416E2
9.859850000E0	1.355707600E3	4.299547910E2
9.876533333E0	1.414467016E3	4.737200126E2
9.893216667E0	1.463466491E3	5.182839004E2
9.909900000E0	1.503013788E3	5.637748745E2
9.926583333E0	1.536326727E3	6.062821644E2
